 Alabama,Montgomery,32.3668052,-86.2999689
 Alaska,Juneau,58.3019444,-134.4197222
 Arizona,Phoenix,33.4483771,-112.0740373
 Arkansas,Little Rock,34.7464809,-92.2895948
 California,Sacramento,38.5815719,-121.4943996
 Colorado,Denver,39.7392358,-104.990251
 Connecticut,Hartford,41.7637111,-72.6850932
 Delaware,Dover,39.158168,-75.5243682
 Florida,Tallahassee,30.4382559,-84.2807329
 Georgia,Atlanta,33.7489954,-84.3879824
 Hawaii,Honolulu,21.3069444,-157.8583333
 Idaho,Boise,43.6187102,-116.2146068
 Illinois,Springfield,39.7817213,-89.6501481
 Indiana,Indianapolis,39.768403,-86.158068
 Iowa,Des Moines,41.6005448,-93.6091064
 Kansas,Topeka,39.0558235,-95.6890185
 Kentucky,Frankfort,38.2009055,-84.8732835
 Louisiana,Baton Rouge,30.4582829,-91.1403196
 Maine,Augusta,44.3106241,-69.7794897
 Maryland,Annapolis,38.9784453,-76.4921829
 Massachusetts,Boston,42.3600825,-71.0588801
 Michigan,Lansing,42.732535,-84.5555347
 Minnesota,Saint Paul,44.9537029,-93.0899578
 Mississippi,Jackson,32.2987573,-90.1848103
 Missouri,Jefferson City,38.5767017,-92.1735164
 Montana,Helana,46.5883707,-112.0245054
 Nebraska,Lincoln,40.8257625,-96.6851982
 Nevada,Carson City,39.1637984,-119.7674034
 New Hampshire,Concord,43.2081366,-71.5375718
 New Jersey,Trenton,40.2170534,-74.7429384
 New Mexico,Santa Fe,35.6869752,-105.937799
 New York,Albany,42.6525793,-73.7562317
 North Carolina,Raleigh,35.7795897,-78.6381787
 North Dakota,Bismarck,46.8083268,-100.7837392
 Ohio,Columbus,39.9611755,-82.9987942
 Oklahoma,Oklahoma City,35.4675602,-97.5164276
 Oregon,Salem,44.9428975,-123.0350963
 Pennsylvania,Harrisburg,40.2731911,-76.8867008
 Rhode Island,Providence,41.8239891,-71.4128343
 South Carolina,Columbia,34.0007104,-81.0348144
 South Dakota,Pierre,44.3683156,-100.3509665
 Tennessee,Nashville,36.1626638,-86.7816016
 Texas,Austin,30.267153,-97.7430608
 Utah,Salt Lake City,40.7607793,-111.8910474
 Vermont,Montpelier,44.2600593,-72.5753869
 Virginia,Richmond,37.5407246,-77.4360481
 Washington,Olympia,47.0378741,-122.9006951
 West Virginia,Charleston,38.3498195,-81.6326234
 Wisconsin,Madison,43.0730517,-89.4012302
 Wyoming,Cheyenne,41.1399814,-104.8202462
 Abkhazia,Sukhumi,43.0015252,41.0234153
 Afghanistan,Kabul,34.5755033,69.2400734
 Albania,Tirana,41.3275459,19.8186982
 Algeria,Algiers,36.752887,3.042048
 American Samoa,Pago Pago,-14.2756319,-170.7020359
 Andorra,Andorra la Vella,42.5063174,1.5218355
 Angola,Luanda,-8.8399876,13.2894368
 Anguilla,The Valley,18.2148129,-63.0574406
 Argentina,Buenos Aires,-34.6036844,-58.3815591
 Armenia,Yerevan,40.1791857,44.4991029
 Aruba,Oranjestad,12.5092044,-70.0086306
 Australia,Canberra,-35.2819998,149.1286843
 Austria,Vienna,48.2081743,16.3738189
 Azerbaijan,Baku,40.4092617,49.8670924
 Bahamas,Nassau,25.0479835,-77.355413
 Bahrain,Manama,26.2285161,50.5860497
 Bangladesh,Dhaka,23.810332,90.4125181
 Barbados,Bridgetown,13.1132219,-59.5988089
 Belarus,Minsk,53.9045398,27.5615244
 Belgium,Brussels,50.8503396,4.3517103
 Belize,Belmopan,17.2510114,-88.7590201
 Benin,Porto-Novo,6.4968574,2.6288523
 Bermuda,Hamilton,32.294816,-64.781375
 Bhutan,Thimphu,27.4727924,89.6392863
 Bolivia,Sucre,-19.0195852,-65.2619615
 Bosnia and Herzegovina,Sarajevo,43.8562586,18.4130763
 Botswana,Gaborone,-24.6282079,25.9231471
 Brazil,Brasilia,-15.7942287,-47.8821658
 British Virgin Islands,Road Town,18.4286115,-64.6184657
 Bulgaria,Sofia,42.6977082,23.3218675
 Burkina Faso,Ouagadougou,12.3649666,-1.5402327
 Burundi,Bujumbura,-3.361378,29.3598782
 Cambodia,Phnom Penh,11.5448729,104.8921668
 Cameroon,Yaounde,3.8480325,11.5020752
 Canada,Ottawa,45.4215296,-75.6971931
 Cape Verde,Praia,14.93305,-23.5133267
 Cayman Islands,George Town,19.2869323,-81.3674389
